"Record ID","Catalogue Number","Taxon Concept GUID","Scientific Name - original","Vernacular name - original","Scientific Name","Taxon Rank","Vernacular name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Subspecies","Data Resource ID","Data Resource Name","Institution ID","Institution","Collection ID","Collection","Licence","Institution Code","Collection Code","Locality","Latitude - original","Longitude - original","Geodetic datum - original","Latitude","Longitude","Coordinate Precision","Coordinate Uncertainty in Metres","Country - parsed","State - parsed","Local Government Areas 2011","IMCRA 4 Regions","IBRA 7 Regions","Minimum elevation in meters","Maximum elevation in meters","Minimum depth in meters","Maximum depth in meters","Individual count","Collector","Year","Month","Day","Event Date - parsed","Verbatim event date","Basis Of Record - original","Basis Of Record","Occurrence status","Sex","Preparations","Outlier for layer","Taxonomic Quality","Location Quality"
"64eef724-c838-4db1-81f3-4b96a926d2c6","3298486.00","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY 3.0 (Au)","","","WATTLE HILL","-38.7485","143.2513","GDA94","-38.7485","143.2513","","9000.0","Australia","Victoria","Corangamite (S)","","South Eastern Highlands","","","","","","RAOU VIC observer code 510","1977","01","01","1977-01-01","","Human Observation","HumanObservation","present","","","","true","true"
"64408784-6a48-4170-92ac-b92a498b83ff","3048528.00","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY 3.0 (Au)","","","Sensitive record","-36.9083","145.7583","GDA94","-36.9083","145.7583","","1000.0","Australia","Victoria","Strathbogie (S)","","South Eastern Highlands","","","","","","RAOU VIC observer code 880","1977","01","12","1977-01-12","","Human Observation","HumanObservation","present","","","","true","true"
"612065b0-977c-466f-89f8-8aa09a69dfd9","T2516","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr343","Northern Territory Museum and Art Gallery provider for OZCAM","in17","Museum and Art Gallery of the Northern Territory","co138","Museum and Art Gallery of the Northern Territory Bird Collection","CC-BY 3.0 (Au)","MAGNT","Bird","No. 8 Bore, Coorabulka Station","-23.917","140.183","not recorded","-23.917","140.183","","","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","","","1970","01","14","1970-01-14","","Preserved Specimen","PreservedSpecimen","present","","skin","","true","true"
"5ce5fc83-2a90-48c3-9302-2ccfe4c34b38","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","BYLONG","","","","-32.416664","150.08333","","","Australia","New South Wales","Mid-Western Regional (A)","","Sydney Basin","","","","","","23500","1977","01","01","1977-01-01","","","HumanObservation","present","","","","true","true"
"5a08562c-1ef9-4549-89e6-4f32ea0a7add","3730088.00","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY 3.0 (Au)","","","ROUGHLY 4 KM NW OF GREEN HILL","-37.5651","144.6013","GDA94","-37.5651","144.6013","","1800.0","Australia","Victoria","Melton (S)","","Southern Volcanic Plain","","","","","","RAOU VIC historical observer code 30","1888","01","01","1888-01-01","","Human Observation","HumanObservation","present","","","","true","true"
"51ec5541-7aaf-4336-947e-281489ea3164","3730322.00","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY 3.0 (Au)","","","10' BLOCK CONTAINING MELBOURNE","-37.8984","145.0513","GDA94","-37.8984","145.0513","","9000.0","Australia","Victoria","Glen Eira (C)","","South East Coastal Plain","","","","","","RAOU VIC historical observer code 0382","1865","01","01","1865-01-01","","Human Observation","HumanObservation","present","","","","true","true"
"50cf0ffc-12e4-46e4-946d-fe5c179cc0e8","3269460.00","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY 3.0 (Au)","","","HOWE BIGHT","-37.5401","149.7929","GDA94","-37.5401","149.7929","","4500.0","Australia","Victoria","East Gippsland (S)","","South East Corner","","","","","","RAOU VIC observer code 1997","1977","01","01","1977-01-01","","Human Observation","HumanObservation","present","","","","true","true"
"4960dc7e-20ce-42db-a66f-211811a7a6ff","O.18205","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus Gould, 1842","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co11","Australian Museum Ornithology Collection","CC-BY","AM","Ornithology","","-34.900","149.666","","-34.9","149.666","","10000.0","Australia","New South Wales","Goulburn Mulwaree (A)","","South Eastern Highlands","","","","","","RAMSAY, EDWARD PIERSON - NSW STATE GOVERNMENT","1865","01","","1865-01-01","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"4284b4c8-e6bb-41ac-bccf-0cb221f6e9ee","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","MOREE","","","","-29.416666","149.91667","","","Australia","New South Wales","Moree Plains (A)","","Darling Riverine Plains","","","","","","55555","1972","01","06","1972-01-06","","","HumanObservation","present","","","","true","true"
"3e5c4d6d-7853-4ac1-a425-5af1c0666aa0","3309529.00","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY 3.0 (Au)","","","ARTHUR THE GREAT","-38.0818","144.5846","GDA94","-38.0818","144.5846","","9000.0","Australia","Victoria","","Bass Strait Shelf Province","","","","","","","RAOU VIC observer code 249","1977","01","01","1977-01-01","","Human Observation","HumanObservation","present","","","","true","false"
"39f85820-7ac4-4c0b-ac0c-379baf212183","261773","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","","-15.68192383","130.0012382","","-15.68192383","130.0012382","","","Australia","Northern Territory","Victoria-Daly (S)","","Victoria Bonaparte","","","","","","","1966","01","31","1966-01-31","","","HumanObservation","present","","","","true","true"
"38eeabac-0332-4a53-aa5e-40031a3eee60","3685842.00","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY 3.0 (Au)","","","10' BLOCK CONTAINING JEFFCOTT NORTH","-36.3318","143.1679","GDA94","-36.3318","143.1679","","9000.0","Australia","Victoria","Buloke (S)","","Murray Darling Depression","","","","","","RAOU VIC historical observer code 0274","1973","01","01","1973-01-01","","Human Observation","HumanObservation","present","","","","true","true"
"319eda81-4bf7-498f-81b0-443d2d3b441d","3681236.00","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY 3.0 (Au)","","","Sensitive record","-35.6583","143.8416","GDA94","-35.6583","143.8416","","1000.0","Australia","Victoria","Gannawarra (S)","","Riverina","","","","","","RAOU VIC historical observer code 0351","1951","01","01","1951-01-01","","Human Observation","HumanObservation","present","","","","true","true"
"2c2fc12d-19ef-4df6-aee0-43478bd6c742","3315868.00","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY 3.0 (Au)","","","ARTHUR THE GREAT","-38.0818","144.5846","GDA94","-38.0818","144.5846","","9000.0","Australia","Victoria","","Bass Strait Shelf Province","","","","","","","RAOU VIC observer code 100","1977","01","01","1977-01-01","","Human Observation","HumanObservation","present","","","","true","false"
"2aa0fab3-9c0b-4a3c-bf5c-b91a2aa6af0d","3688372.00","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY 3.0 (Au)","","","10' BLOCK CONTAINING BENDIGO","-36.8485","144.3679","GDA94","-36.8485","144.3679","","9000.0","Australia","Victoria","Greater Bendigo (C)","","Victorian Midlands","","","","","","RAOU VIC historical observer code 613","1950","01","01","1950-01-01","","Human Observation","HumanObservation","present","","","","true","true"
"2a6ec53f-b11e-4fee-8aaf-aa375eec01f0","1049636","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1411","iNaturalist Australia","","","","","CC-BY-NC-Int","iNaturalist","Observations","","-27.5329562909","153.3109799764","","-27.5329562909","153.3109799764","","29727.0","Australia","Queensland","","Central Eastern Shelf Transition","","","","","","","Chris Nash","1982","01","12","1982-01-12","1/12/1982","HumanObservation","HumanObservation","present","","","","true","true"
"2432ad4c-2d04-4bd1-930c-9a8cb084ec3e","T2515","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr343","Northern Territory Museum and Art Gallery provider for OZCAM","in17","Museum and Art Gallery of the Northern Territory","co138","Museum and Art Gallery of the Northern Territory Bird Collection","CC-BY 3.0 (Au)","MAGNT","Bird","No. 8 Bore, Coorabulka Station","-23.917","140.183","not recorded","-23.917","140.183","","","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","","","1970","01","14","1970-01-14","","Preserved Specimen","PreservedSpecimen","present","","skin","","true","true"
"233abe43-c074-4b2b-988c-072e9d8fc589","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","letter-winged kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1132","WildNet - Queensland Wildlife Data","","","","","CC-BY","Department of Environment and Resource Management","","2 km west of Diamantina base","-23.7511265506","141.1269211691","","-23.7511265506","141.1269211691","","100.0","Australia","Queensland","Diamantina (S)","","Channel Country","","","","","","","2015","01","17","2015-01-17","","","","present","","","","true","true"
"2294a472-d6f6-4572-b088-7e419ef2a508","3270162.00","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY 3.0 (Au)","","","LAKE BARRACOOTA","-37.5401","149.8762","GDA94","-37.5401","149.8762","","4500.0","Australia","Victoria","East Gippsland (S)","","South East Corner","","","","","","RAOU VIC observer code 1997","1977","01","01","1977-01-01","","Human Observation","HumanObservation","present","","","","true","true"
"213ada39-90d5-497d-90bc-8a0c59499707","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","ATHENA - URANA","","","","-35.25","146.25","","","Australia","New South Wales","Urana (A)","","Riverina","","","","","","23000","1977","01","25","1977-01-25","","","HumanObservation","present","","","","true","true"
"1f857770-7ea2-441c-983e-a792894b0302","O.18206","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus Gould, 1842","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co11","Australian Museum Ornithology Collection","CC-BY","AM","Ornithology","","-34.900","149.666","","-34.9","149.666","","10000.0","Australia","New South Wales","Goulburn Mulwaree (A)","","South Eastern Highlands","","","","","","RAMSAY, EDWARD PIERSON - NSW STATE GOVERNMENT","1865","01","","1865-01-01","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"1f428559-70a1-4a51-9419-90d7e82ee80e","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","16km E of Temora","","","","-34.416664","147.75","","","Australia","New South Wales","Temora (A)","","NSW South Western Slopes","","","","","","22097","1978","01","04","1978-01-04","","","HumanObservation","present","","","","true","true"
"146ea81f-2343-4b26-ad86-3ccf2199f89e","3179752.00","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY 3.0 (Au)","","","MANOR","-37.9151","144.5846","GDA94","-37.9151","144.5846","","9000.0","Australia","Victoria","Wyndham (C)","","Southern Volcanic Plain","","","","","","RAOU VIC observer code 380","1978","01","25","1978-01-25","","Human Observation","HumanObservation","present","","","","true","true"
"12bd9fa2-90e9-40aa-8479-6db5470e22cb","4519698.00","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY 3.0 (Au)","","","WITHIN 2 KM OF SUGARLOAF RESERVOIR","-37.68","145.3041","GDA94","-37.68","145.3","","100.0","Australia","Victoria","Nillumbik (S)","","South Eastern Highlands","","","","","1.0","NA See original data sheet","1978","01","01","1978-01-01","","Human Observation","HumanObservation","present","","","","true","true"
"0f5e622e-a7e3-4866-b4d9-dc71d18c0a76","1049510","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1411","iNaturalist Australia","","","","","CC-BY-NC-Int","iNaturalist","Observations","","-27.5913947658","153.2235768786","","-27.5913947658","153.2235768786","","29727.0","Australia","Queensland","Redland (C)","","South Eastern Queensland","","","","","","Chris Nash","1982","01","15","1982-01-15","1/15/1982","HumanObservation","HumanObservation","present","","","","true","true"
